ENSG00000136531	Waist-hip ratio	30239722
ENSG00000136531	Periodontitis (DPAL)	24024966
ENSG00000136531	Febrile seizures (MMR vaccine-unrelated)	25344690
ENSG00000136531	Trunk fat mass	28552196
ENSG00000085265	Blood protein levels	28240269
ENSG00000105829	BRCA1/2-negative high-risk breast cancer	30323354
ENSG00000105829	Iris heterochromicity	30895295
ENSG00000173039	Eosinophil counts	30595370
ENSG00000173039	Inflammatory bowel disease	26192919
ENSG00000173039	Sensation seeking	30718321
ENSG00000160111	Metabolite levels	23823483
ENSG00000160111	Height	28552196,30595370
ENSG00000160111	Brain lesion load	19010793
ENSG00000160111	Retinal detachment or retinal break	31816047
ENSG00000157388	Pursuit maintenance gain	29064472
ENSG00000157388	Lung function (FEV1/FVC)	28166213,30595370
ENSG00000157388	Bacterial meningitis	28928442
ENSG00000157388	Axial length	24144296
ENSG00000157388	Trans fatty acid levels	25646338
ENSG00000157388	Spherical equivalent or myopia (age of diagnosis)	29808027
ENSG00000157388	Highest math class taken (MTAG)	30038396
ENSG00000157388	General risk tolerance (MTAG)	30643258
ENSG00000157388	Refractive error	23396134,32231278
ENSG00000157388	Blood protein levels	28240269
ENSG00000157388	Electrocardiographic traits	25055868
ENSG00000157388	Medication use (agents acting on the renin-angiotensin system)	31015401
ENSG00000157388	Height	28552196,30595370
ENSG00000157388	Pulse pressure	27841878,30487518,30578418
ENSG00000157388	Mean arterial pressure	29403010,30487518
ENSG00000157388	Heart rate	23583979
ENSG00000157388	Age at first sexual intercourse	27089180
ENSG00000157388	Systolic blood pressure	25249183,27841878,29403010,30487518,30578418,30595370
ENSG00000157388	Hypertension	25249183,30487518
ENSG00000157388	Insomnia	29520036
ENSG00000157388	Resting heart rate	27798624
ENSG00000157388	Smoking initiation (ever regular vs never regular)	30643251
ENSG00000157388	Maximum habitual alcohol consumption	31151762
ENSG00000157388	Schizophrenia	26198764,28991256,30285260,31740837
ENSG00000157388	Smoking status (ever vs never smokers)	30643258
ENSG00000157388	Diastolic blood pressure	25249183,27841878,29403010,30487518,30578418
ENSG00000157388	Educational attainment (years of education)	30038396
ENSG00000157388	Body mass index	25673413,26426971,30108127,30239722,30595370,31669095
ENSG00000157388	Medication use (calcium channel blockers)	31015401
ENSG00000157388	General cognitive ability	29844566
ENSG00000157388	Insulin resistance/response	21901158
ENSG00000157388	Cardiovascular disease	30595370
ENSG00000157388	Educational attainment (MTAG)	30038396
ENSG00000157388	Heel bone mineral density	30595370
ENSG00000157388	Smoking initiation (ever regular vs never regular) (MTAG)	30643251
ENSG00000157388	Cognitive performance (MTAG)	30038396
ENSG00000157388	Waist-to-hip ratio adjusted for BMI	31669095
ENSG00000157388	Spontaneous preterm birth (preterm delivery)	25599974
ENSG00000157388	Visceral adipose tissue/subcutaneous adipose tissue ratio	26480920
ENSG00000157388	Gut microbiota (beta diversity)	31519223
ENSG00000051341	Multiple myeloma (IgH translocation)	23502783
ENSG00000198892	Depressive symptom (fatigue) (ordinal trait)	31530331
ENSG00000198892	Depressive symptom (low self-esteem) (ordinal trait)	31530331
ENSG00000198892	Depressive symptoms (sum-score)	31530331
ENSG00000198892	Depressive symptoms (binary sum-score)	31530331
ENSG00000184384	Non-glioblastoma glioma	28346443
ENSG00000184384	Methadone dose in opioid dependence	28115739
ENSG00000184384	Sudden cardiac arrest	21658281
ENSG00000184384	Lung function (FEV1/FVC)	30595370
ENSG00000184384	Waist-to-hip circumference ratio (alcohol intake interaction)	23192594
ENSG00000184384	Ulcerative colitis	23128233,26192919,28067908
ENSG00000184384	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	31374203
ENSG00000184384	Renal cell carcinoma	28598434
ENSG00000184384	Educational attainment (years of education)	30038396
ENSG00000184384	Highest math class taken (MTAG)	30038396
ENSG00000184384	Keratoconus	31855235
ENSG00000184384	Educational attainment (MTAG)	30038396
ENSG00000184384	Inflammatory bowel disease	26192919
ENSG00000184384	Response to treatment for acute lymphoblastic leukemia	19176441
ENSG00000184384	Response to chemotherapy in breast cancer hypertensive cases (cumulative dose) (bevacizumab)	25117820
ENSG00000184384	Male-pattern baldness	30573740
ENSG00000184384	Height	23456168
ENSG00000184384	Metabolite levels	23823483
ENSG00000184384	Influenza A (H1N1) severity	26379185
ENSG00000184384	Skin pigmentation	28300201
ENSG00000184384	Corneal astigmatism	23322567
ENSG00000184384	Adolescent idiopathic scoliosis	30019117
ENSG00000107669	Menarche (age at onset)	30595370
ENSG00000107669	Morning person	30595370
ENSG00000107669	Heel bone mineral density	30048462,30595370
ENSG00000107669	Chronotype	30696823
ENSG00000107669	Breast cancer	21263130,29059683
ENSG00000006715	Cognitive performance	19734545
ENSG00000006715	Life satisfaction	30643256
ENSG00000006715	Depressive symptoms	30643256
ENSG00000006715	Neuroticism	29942085,30643256
ENSG00000006715	Well-being spectrum (multivariate analysis)	30643256
ENSG00000006715	Subjective well-being (MTAG)	29292387
ENSG00000006715	Breast cancer and/or colorectal cancer	29698419
ENSG00000006715	Neurociticism	29500382
ENSG00000006715	Depression	29942085
ENSG00000006715	Positive affect	30643256
ENSG00000110719	Heel bone mineral density	30048462,30595370,30598549
ENSG00000182118	Metabolite levels	23823483
ENSG00000182118	Carotid plaque burden (smoking interaction)	24954085
ENSG00000114859	Cognitive performance	30038396
ENSG00000114859	General cognitive ability	29844566
ENSG00000168646	Refractive error	32231278
ENSG00000168646	Height	30595370,31562340
ENSG00000168646	Hair color	30595370
ENSG00000168646	Heel bone mineral density	28869591,30048462,30595370,30598549
ENSG00000162526	Pre-treatment viral load in HIV-1 infection	31219150
ENSG00000178222	Recombination rate (males)	18239089
ENSG00000178222	Recombination rate (females)	18239089
ENSG00000178222	Heel bone mineral density	30048462
ENSG00000104853	HDL cholesterol levels x long total sleep time interaction (2df test)	31719535
ENSG00000104853	C-reactive protein levels	31900758
ENSG00000104853	Alzheimer's disease or family history of Alzheimer's disease	29777097,30617256
ENSG00000168268	Waist-to-hip ratio adjusted for body mass index	25673412
ENSG00000168268	Menarche (age at onset)	30595370
ENSG00000168268	Cognitive function	25644384
ENSG00000168268	Osteoarthritis of the knee (hospital diagnosed)	29559693
ENSG00000168268	Intelligence	29942086
ENSG00000168268	CTACK levels	27989323
ENSG00000168268	Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)	28443625
ENSG00000168268	General cognitive ability	29844566
ENSG00000168268	Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction)	28443625
ENSG00000168268	Hemoglobin concentration	27863252
ENSG00000168268	Waist circumference adjusted for body mass index	25673412
ENSG00000168268	Waist-to-hip ratio adjusted for BMI x sex x age interaction (4df test)	26426971
ENSG00000168268	Waist-to-hip ratio adjusted for BMI	26426971,31669095
ENSG00000168268	Intelligence (MTAG)	29326435
ENSG00000168268	Reticulocyte count	27863252
ENSG00000168268	Waist circumference adjusted for BMI (adjusted for smoking behaviour)	28443625
ENSG00000048740	Urinary albumin-to-creatinine ratio	26631737
ENSG00000048740	Neuroticism	29942085,30643256
ENSG00000048740	Follicular lymphoma or rheumatoid arthritis	31407831
ENSG00000048740	Obesity-related traits	23251661
ENSG00000048740	Educational attainment (years of education)	30038396,30595370
ENSG00000048740	Liver enzyme levels (aspartate transaminase)	24124411
ENSG00000048740	Highest math class taken (MTAG)	30038396
ENSG00000048740	Liver enzyme levels (alanine transaminase)	24124411
ENSG00000048740	Educational attainment (MTAG)	30038396
ENSG00000048740	Adverse response to drug	30420678
ENSG00000048740	Smoking initiation (ever regular vs never regular) (MTAG)	30643251
ENSG00000048740	Depressive symptoms	30643256
ENSG00000048740	Life satisfaction	30643256
ENSG00000048740	Alzheimer's disease (late onset)	21379329
ENSG00000048740	Pulse pressure	30224653,30578418
ENSG00000048740	Offspring birth weight	31043758
ENSG00000048740	Cognitive performance (MTAG)	30038396
ENSG00000048740	Well-being spectrum (multivariate analysis)	30643256
ENSG00000048740	Systolic blood pressure	30578418
ENSG00000048740	Self-reported math ability (MTAG)	30038396
ENSG00000048740	Breastfeeding duration	25475840
ENSG00000048740	Motion sickness	25628336
ENSG00000048740	Smoking initiation (ever regular vs never regular)	30643251
ENSG00000048740	Positive affect	30643256
ENSG00000048740	Adolescent idiopathic scoliosis	30019117
ENSG00000177951	Benign prostatic hyperplasia and lower urinary tract symptoms	30410027
ENSG00000177951	Benign prostatic hyperplasia and lower urinary tract symptoms (prostate cancer excluded)	30410027
ENSG00000177951	Platelet count	24026423,27863252,31217584
ENSG00000177951	Uterine fibroids	21460842,31249589
ENSG00000177951	Red cell distribution width	27863252,30595370
ENSG00000177951	Prostate-specific antigen levels	30410027
ENSG00000177951	Mean corpuscular volume	29403010
ENSG00000177951	Lumbar spine bone mineral density	22504420
ENSG00000177951	Hemoglobin A1c levels	29403010
ENSG00000177951	Glycated hemoglobin levels	28898252
ENSG00000177951	Red blood cell count	29403010
ENSG00000177951	Intracranial aneurysm	22286173
ENSG00000177951	Mean platelet volume	19820697,27863252
ENSG00000177951	Plateletcrit	27863252
ENSG00000198722	Cognitive impairment test score	30319691
ENSG00000198722	Parkinson's disease	21812969
ENSG00000071203	Supramarginal gyrus volume	31530798
ENSG00000148468	Nonalcoholic fatty liver disease	31311600
ENSG00000148468	Depressive symptoms x dependent stressful life events interaction (1df test)	30718454
ENSG00000148468	Selective IgA deficiency	27723758
ENSG00000169302	Intake of total sugars	31005972
ENSG00000169302	Metabolite levels	23823483
ENSG00000169302	Lateral ventricle temporal horn volume	31530798
ENSG00000188266	Schizophrenia	30285260
ENSG00000188266	Parental lifespan	29030599,30642433
ENSG00000188266	Parental longevity (father's age at death)	31484785
ENSG00000188266	Smoking behaviour (cigarette pack-years)	30679032
ENSG00000188266	Pre bronchodilator FEV1	26634245
ENSG00000188266	Cotinine levels in smokers with chronic obstructive pulmonary disease	29631575
ENSG00000188266	Nicotine dependence	26440539
ENSG00000188266	Mortality	27029810
ENSG00000188266	Chronic obstructive pulmonary disease	19300482
ENSG00000188266	Fibrinogen levels (smoking status, alcohol consumption or body mass index interaction)	25551457
ENSG00000188266	Pre bronchodilator FEV1/FVC ratio	26634245
ENSG00000188266	Cigarettes smoked per day (MTAG)	30643251
ENSG00000188266	C-reactive protein levels	31900758
ENSG00000188266	Post bronchodilator FEV1 in COPD	26634245
ENSG00000188266	Post bronchodilator FEV1/FVC ratio	26634245
ENSG00000188266	Lung function (FVC)	30595370
ENSG00000188266	Lifetime smoking index	31689377
ENSG00000188266	Airflow obstruction	22837378
ENSG00000188266	Local histogram emphysema pattern	25006744
ENSG00000188266	Smoking behaviour (cigarettes smoked per day)	30643251,30679032
ENSG00000188266	Emphysema imaging phenotypes	26030696
ENSG00000188266	Post bronchodilator FEV1	26634245
ENSG00000188266	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	21685187
ENSG00000188266	Emphysema distribution in smoking	27669027
ENSG00000188266	Post bronchodilator FEV1/FVC ratio in COPD	26634245
ENSG00000188266	Longitudinal brain connectivity change (transitivity)	31996736
ENSG00000188266	Lung cancer	18385676,18385738,18780872,19654303
ENSG00000173699	Height	30595370
ENSG00000109466	Cognitive function	24684796
ENSG00000109466	General cognitive ability	29844566
ENSG00000109466	Cognitive performance (MTAG)	30038396
ENSG00000081026	Thyroid peroxidase antibody levels	24586183
ENSG00000081026	Parental lifespan	30642433
ENSG00000081026	Crohn's disease	28067908
ENSG00000081026	Type 1 diabetes and autoimmune thyroid diseases	25936594
ENSG00000081026	Leukocyte telomere length	32109421
ENSG00000081026	Alopecia areata	25608926
ENSG00000081026	Leprosy	27976721
ENSG00000081026	Cerebrospinal fluid clusterin levels	26545630
ENSG00000081026	Breast cancer	29059683
ENSG00000081026	Bacteremia	27236921
ENSG00000081026	Bulimia nervosa	23568457
ENSG00000081026	Gut microbiota (bacterial taxa)	27694959
ENSG00000081026	Cognitive decline rate in late mild cognitive impairment	26252872
ENSG00000165219	General cognitive ability	29844566
ENSG00000165219	Smoking initiation (ever regular vs never regular)	30643251
ENSG00000184056	Longevity	31484785
ENSG00000184056	Type 2 diabetes	22885922,24509480
ENSG00000184056	Coronary artery disease	30402224
ENSG00000013374	Height	30595370
ENSG00000013374	Circulating odd-numbered chain saturated fatty acid levels (C19:0)	29738550
ENSG00000013374	Carotid plaque burden	28282560
ENSG00000102054	Refractive error	32231278
ENSG00000165935	Lung cancer in ever smokers	28604730
ENSG00000165935	Obstructive sleep apnea trait (apnea hypopnea index)	26977737
ENSG00000165688	White blood cell count	30595370
ENSG00000165688	Chronotype	30696823
ENSG00000166090	PR interval	30046033
ENSG00000143727	Smoking initiation (ever regular vs never regular) (MTAG)	30643251
ENSG00000143727	Large artery stroke	28265093
ENSG00000143727	Blood protein levels	28240269,29875488,30072576
ENSG00000143727	Smoking initiation (ever regular vs never regular)	30643251
ENSG00000143727	High density lipoprotein cholesterol levels	29083408
ENSG00000177697	Mean platelet volume	27863252
ENSG00000198478	LDL peak particle diameter (total fat intake interaction)	26112879
ENSG00000130475	Highest math class taken (MTAG)	30038396
ENSG00000145536	Ovarian cancer (multi-trait analysis)	31488892
ENSG00000145536	Body mass index	31888951
ENSG00000145536	Non-word reading	30741946
ENSG00000145536	Metabolite levels	23823483
ENSG00000145536	Urgency urinary incontinence	25524241
ENSG00000145536	Functional impairment in major depressive disorder, bipolar disorder and schizophrenia	24039173
ENSG00000145536	Ovarian cancer	30557369,31488892
ENSG00000182208	Height	30595370
ENSG00000182208	Prostate cancer	29892016
ENSG00000153551	Hallux valgus	32131869
ENSG00000153551	Mortality in heart failure	20400778,27149122
ENSG00000153551	IgM levels	28628107
ENSG00000153551	Venous thromboembolism adjusted for sickle cell variant rs77121243-T	28203683
ENSG00000153551	Shingles	28928442
ENSG00000153551	Adolescent idiopathic scoliosis	30019117
ENSG00000244005	Response to paliperidone in schizophrenia (PANSS score)	27846195
ENSG00000244005	Non-melanoma skin cancer	29739929
ENSG00000244005	Response to paliperidone in schizophrenia (Multivariate)	27846195
ENSG00000244005	Waist circumference adjusted for body mass index	31669095
ENSG00000129682	Response to taxane treatment (placlitaxel)	23006423
ENSG00000129682	Longevity	31484785
ENSG00000129682	Breast cancer in BRCA2 mutation carriers	23544012
ENSG00000184903	Cognitive performance	19734545
ENSG00000184903	Smoking initiation (ever regular vs never regular) (MTAG)	30643251
ENSG00000184903	Schizophrenia	25056061,26198764,28991256,29483656,30285260,31268507,31740837
ENSG00000184903	Parental longevity (father's age at death)	31484785
ENSG00000184903	Reaction time	29844566
ENSG00000184903	Tumor necrosis factor beta levels	27989323
ENSG00000184903	anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)	31835028
ENSG00000184903	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	31374203
ENSG00000184903	Age of smoking initiation (MTAG)	30643251
ENSG00000184903	Autism spectrum disorder or schizophrenia	28540026
ENSG00000184903	Smoking status	30595370
ENSG00000184903	Lifetime smoking index	31689377
ENSG00000184903	PR interval in Tripanosoma cruzi seropositivity	24324551
ENSG00000184903	Smoking initiation (ever regular vs never regular)	30643251
ENSG00000106688	Response to antipsychotic treatment in schizophrenia	29503163
ENSG00000106688	Response to risperidone in schizophrenia	29503163
ENSG00000106688	Coronary artery calcification	23870195
ENSG00000106688	Interleukin-17 levels	27989323
ENSG00000106688	Adolescent idiopathic scoliosis	30019117
ENSG00000093009	Cognitive decline rate in late mild cognitive impairment	26252872
ENSG00000187959	Red cell distribution width	30595370
ENSG00000183571	Body mass index	30239722,30595370
ENSG00000183571	Height	31562340
ENSG00000075891	Heart rate increase in response to exercise	29497042
ENSG00000075891	Lung function (FEV1/FVC)	30595370
ENSG00000075891	Pulse pressure	30578418
ENSG00000075891	Heart rate response to recovery post exercise (20 sec)	29497042
ENSG00000075891	Heart rate response to recovery post exercise (10 sec)	29497042
ENSG00000075891	Diastolic blood pressure	27841878
ENSG00000075891	Systolic blood pressure	27841878,30595370
ENSG00000075891	Alzheimer's disease	20061627
ENSG00000075891	Heart rate response to recovery post exercise (50 sec)	29497042
ENSG00000075891	Cardiovascular disease	30595370
ENSG00000075891	Heart rate response to exercise	29769521
ENSG00000075891	Heart rate response to recovery post exercise (40 sec)	29497042
ENSG00000075891	Heart rate response to recovery post exercise	29769521
ENSG00000075891	Heart rate response to recovery post exercise (30 sec)	29497042
ENSG00000103202	Urinary metabolite levels in chronic kidney disease	31959995
ENSG00000113648	Lymphocyte counts	27863252
ENSG00000113648	Adolescent idiopathic scoliosis	30019117
ENSG00000254636	Age-related macular degeneration	20385826,20861866,21665990,22694956,23455636,23577725
ENSG00000254636	Refractive error	32231278
ENSG00000254636	Age-related macular degeneration (geographic atrophy)	22705344
ENSG00000254636	Age-related macular degeneration (extreme sampling)	23577725
ENSG00000254636	Age-related macular degeneration (CNV vs. GA)	22705344
ENSG00000254636	Exudative age-related macular degeneration	25629512
ENSG00000254636	Advanced age-related macular degeneration	26691988
ENSG00000254636	Age-related macular degeneration (choroidal neovascularisation)	22705344
ENSG00000254636	Neovascular age-related macular degeneration	28703135
ENSG00000186115	Acenocoumarol maintenance dosage	19578179
ENSG00000186115	Vitamin E levels	21729881
ENSG00000186115	Metabolite levels	23281178
ENSG00000186115	Circulating phylloquinone levels	25411281
ENSG00000186115	Warfarin maintenance dose	19300499,20833655
ENSG00000186115	Response to Vitamin E supplementation	22437554
ENSG00000108587	General cognitive ability	29844566
ENSG00000108587	Cognitive performance (MTAG)	30038396
ENSG00000137074	Height	28552196
ENSG00000137074	Menopause (age at onset)	26414677
ENSG00000137074	Vitamin B12 levels	22367966
ENSG00000137074	Amyotrophic lateral sclerosis	26580837
ENSG00000137074	Age at menopause	30595370
ENSG00000047644	Fear of medical pain (dental)	28701861
ENSG00000139842	Atrial fibrillation	30061737
ENSG00000139842	Platelet distribution width	27863252
ENSG00000139842	Red cell distribution width	30595370
ENSG00000139842	Mean corpuscular hemoglobin	30595370
ENSG00000139842	Bipolar disorder	31043756
ENSG00000101017	Rheumatoid arthritis (ACPA-positive)	23143596,24532676
ENSG00000101017	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	26974007
ENSG00000101017	Blood protein levels	28915241
ENSG00000101017	Rheumatoid arthritis	18794853,20453842,23143596,24390342,30423114
ENSG00000101017	Neuroticism	29942085
ENSG00000101017	Chronic hepatitis B infection	25802187
ENSG00000101017	Systemic lupus erythematosus	28714469
ENSG00000101017	Multiple sclerosis	24076602
ENSG00000258366	Non-glioblastoma glioma	28346443,29743610
ENSG00000258366	Colorectal cancer	31089142
ENSG00000258366	Ulcerative colitis	21297633
ENSG00000258366	Respiratory diseases	30595370
ENSG00000258366	Mean corpuscular hemoglobin	30595370
ENSG00000258366	Eczema	31361310
ENSG00000258366	Glioblastoma	26424050,28346443,29743610
ENSG00000258366	Allergic disease (asthma, hay fever or eczema)	29083406,29785011,31361310
ENSG00000258366	Appendicular lean mass	31761296
ENSG00000258366	Atopic dermatitis	26482879
ENSG00000258366	Colorectal cancer or advanced adenoma	30510241
ENSG00000258366	Asthma	30929738,31361310,32296059
ENSG00000258366	Brain region volumes	31676860
ENSG00000258366	Glioma	19578367,21531791,22886559,26424050,28346443,29743610,30714141
ENSG00000258366	Metabolite levels	23823483
ENSG00000258366	Leukocyte telomere length	31171785,32109421
ENSG00000258366	Glioma (high-grade)	19578366,24908248
ENSG00000258366	Systolic blood pressure	30595370
ENSG00000258366	Idiopathic pulmonary fibrosis	31710517
ENSG00000258366	Dental caries	23259602
ENSG00000258366	Hay fever and/or eczema	31361310
ENSG00000258366	Telomere length	29151059
ENSG00000258366	Plateletcrit	27863252
ENSG00000258366	Asthma or allergic disease (pleiotropy)	29785011
ENSG00000258366	Glioblastoma (age-stratified)	30152087
ENSG00000078900	Visceral adipose tissue adjusted for BMI	22589738
ENSG00000078900	Visceral adipose tissue/subcutaneous adipose tissue ratio	22589738
ENSG00000078900	Joint damage in rheumatoid arthritis	31596875
ENSG00000078900	Waist-hip ratio	28552196
ENSG00000078900	Visceral fat	22589738
ENSG00000167110	Body mass index	30239722,30595370,31669095
ENSG00000161055	Waist-to-hip ratio adjusted for BMI (additive genetic model)	30778226
ENSG00000122705	Bisphosphonate-associated atypical femoral fracture	31006051
ENSG00000122705	Frequency of relapse in mepolizumab-treated eosinophilic granulomatosis with polyangiitis	32009195
ENSG00000122705	CTACK levels	27989323
ENSG00000122705	Bipolar disorder (inflammation and infection response interaction)	25781172
ENSG00000156411	Plasma free amino acid levels (adjusted for twenty other PFAAs)	30659259
ENSG00000088367	Hip circumference	25673412
ENSG00000088367	Non-melanoma skin cancer	29739929
ENSG00000088367	Keratinocyte cancer (MTAG)	31174203
ENSG00000088367	Height	23563607,30595370
ENSG00000088367	Hair color	30595370
ENSG00000088367	Appendicular lean mass	31761296
ENSG00000088367	Adolescent idiopathic scoliosis	30019117
ENSG00000102967	Mosquito bite size	28199695
ENSG00000102967	LDL cholesterol levels	30926973
ENSG00000102967	Bone mineral density (hip)	30172743
ENSG00000102967	Fibrinogen levels	28107422
ENSG00000102967	LDL cholesterol levels x short total sleep time interaction (2df test)	31719535
ENSG00000102967	Cholesterol, total	25961943
ENSG00000102967	LDL cholesterol	25961943
ENSG00000102967	Total cholesterol levels	29507422,31217584
ENSG00000102967	Low density lipoprotein cholesterol levels	29507422,31217584,31393916
ENSG00000183726	Erythrocyte sedimentation rate	21700265
ENSG00000165609	Periodontitis	30218097
ENSG00000165609	Height	30595370
ENSG00000124490	Blood protein levels	29875488
ENSG00000173950	Body mass index	30239722,30595370,31669095
ENSG00000173950	Atrial fibrillation	29892015,30061737
ENSG00000173950	Non-small cell lung cancer	20876614
ENSG00000173950	Metabolite levels	23823483
ENSG00000173950	Height	30595370
ENSG00000173950	3-hydroxypropylmercapturic acid levels in smokers	26053186
ENSG00000140263	Alzheimer's disease in APOE e4+ carriers	25778476
ENSG00000198056	Menarche (age at onset)	29773799
ENSG00000198056	Height	30595370,31562340
ENSG00000198056	Red cell distribution width	30595370
ENSG00000198056	Mean corpuscular hemoglobin	30595370
ENSG00000198056	Mean corpuscular volume	27863252
ENSG00000198056	Waist-hip ratio	30595370
ENSG00000198056	Age at menopause	30595370
ENSG00000198056	Waist-to-hip ratio adjusted for BMI	30239722,31669095
ENSG00000198056	Red blood cell count	30595370
ENSG00000198056	Menopause (age at onset)	22267201,26414677,29773799
ENSG00000198056	Fat-free mass	30593698
ENSG00000198056	Plateletcrit	27863252
ENSG00000173821	Alanine aminotransferase (ALT) levels after remission induction therapy in actute lymphoblastic leukemia (ALL)	28090653
ENSG00000173821	Migraine	27182965,27322543
ENSG00000173821	Major depressive disorder	31969693
ENSG00000173821	Moyamoya disease	21048783,29273593
ENSG00000173821	Lipoprotein-associated phospholipase A2 activity change in response to statin therapy	23118302
ENSG00000115902	Metabolite levels	22286219
ENSG00000115902	Ejection fraction	29403010
ENSG00000115902	Fractional shortening	29403010
ENSG00000115902	Left ventricular internal dimension in systole	29403010
ENSG00000180525	Lateral ventricle temporal horn volume	31530798
ENSG00000274209	Iron status biomarkers (transferrin saturation)	28334935
ENSG00000105248	Blood protein levels	30072576
ENSG00000160953	Nonalcoholic fatty liver disease	29385134
ENSG00000132297	Esophageal squamous cell carcinoma	25129146
ENSG00000132297	Common traits (Other)	20585627
ENSG00000136244	Asthma	31959851,32296059
ENSG00000136244	Systemic lupus erythematosus	28714469
ENSG00000136244	Pulse pressure	30224653,30578418
ENSG00000136244	Longevity (age >90th survival percentile)	31413261
ENSG00000136244	Cerebrospinal fluid clusterin levels in APOEe4- carriers	26545630
ENSG00000136244	Longevity	26912274
ENSG00000136244	Calcific aortic valve stenosis	32141789
ENSG00000136244	Eosinophil counts	30595370
ENSG00000136244	Takayasu arteritis	25604533
ENSG00000136244	Longevity (age >99th survival percentile)	31413261
ENSG00000219438	Metabolite levels	23823483
ENSG00000219438	Facial morphology (factor 1, breadth of lateral portion of upper face)	28441456
ENSG00000219438	Pancreatic cancer	22158540
ENSG00000219438	Bipolar disorder (body mass index interaction)	24322204
ENSG00000219438	Neurofibrillary tangles	31497858
ENSG00000219438	Egg allergy (parent-of-origin effect)	29489655
ENSG00000219438	Hallux valgus	32131869
ENSG00000219438	Late-onset Alzheimer's disease	27770636
ENSG00000157554	Sum eosinophil basophil counts	27863252
ENSG00000157554	White blood cell count (basophil)	29403010
